"IUCN_binomial","trait_binomial","phylogeny_binomial","body_mass_median","litter_clutch_size","activity","hab_breadth","volant","diet_5cat","range_size_decimaldegrees","range_size_km2","threat"
"Aonyx_cinereus","Aonyx_cinereus","Aonyx_cinerea",3527.59,1.47,2,20,1,4,410.119586768809,4819045.98367949,"VU"
"Aonyx_congicus","Aonyx_congicus","Aonyx_congicus",21411.11,2.59,2,11,1,4,238.114974412,2943876.35665553,"NT"
"Aotus_azarae","Aotus_azarae","Aotus_azarae",929.57,1,2,4,1,5,263.423681674,3182032.69920882,"LC"
"Aotus_brumbacki","Aotus_brumbacki","Aotus_brumbacki",872.99,1.005,2,3,1,5,10.0999276097,124803.420674038,"VU"
"Aotus_griseimembra","Aotus_griseimembra","Aotus_griseimembra",874,1.005,2,2,1,5,19.2227335447,235597.886990984,"VU"
"Aotus_jorgehernandezi","Aotus_jorgehernandezi","Aotus_jorgehernandezi",889.745,NA,NA,3,1,NA,0.0967401650041,1194.10947272117,"DD"
"Aotus_lemurinus","Aotus_lemurinus","Aotus_lemurinus",872.99,1.005,2,1,1,5,14.4474326654,178333.097732626,"VU"
"Aotus_miconax","Aotus_miconax","Aotus_miconax",800,NA,2,2,1,5,4.87386976991,59860.1827305433,"VU"
"Aotus_nancymaae","Aotus_nancymaae","Aotus_nancymaae",791.03,1.02,2,3,1,5,40.2244359003,495976.491371912,"LC"
"Aotus_nigriceps","Aotus_nigriceps","Aotus_nigriceps",1057,NA,2,3,1,5,127.238009212,1558667.1155253,"LC"
"Aotus_trivirgatus","Aotus_trivirgatus","Aotus_trivirgatus",899.99,1.06,2,3,1,5,61.1871926493,757104.288030218,"LC"
"Aotus_vociferans","Aotus_vociferans","Aotus_vociferans",872.99,1.02,2,3,1,5,82.6756654035,1023829.31487004,"LC"
"Aotus_zonalis","Aotus_zonalis","Aotus_zonalis",874,1.005,2,4,1,5,12.6622879752,155701.501937466,"DD"
"Aplodontia_rufa","Aplodontia_rufa","Aplodontia_rufa",806.21,2.63,2,2,1,1,27.8645838352996,245594.130212479,"LC"
"Apodemus_agrarius","Apodemus_agrarius","Apodemus_agrarius",21.2,5.66,1,7,1,1,1429.96640423295,11525964.1363719,"LC"
"Apodemus_alpicola","Apodemus_alpicola","Apodemus_alpicola",28.06,5.5,2,1,1,1,12.9961535337,110770.544455795,"LC"
"Apodemus_argenteus","Apodemus_argenteus","Apodemus_argenteus",21,5.16,2,1,1,1,37.5053217351279,367167.521913186,"LC"
"Apodemus_chevrieri","Apodemus_chevrieri","Apodemus_chevrieri",32.9,5.68,1,4,1,1,66.7536352019265,723010.625156796,"LC"
"Apodemus_draco","Apodemus_draco","Apodemus_draco",22.25,5.18,2,3,1,1,166.623210981217,1805292.01631852,"LC"
"Apodemus_epimelas","Apodemus_epimelas","Apodemus_epimelas",42.3,3.36,2,1,1,1,18.4588046205459,174279.587692908,"LC"
"Apodemus_flavicollis","Apodemus_flavicollis","Apodemus_flavicollis",29.375,5.22,2,5,1,1,774.020472857955,6059875.40743248,"LC"
"Apodemus_gurkha","Apodemus_gurkha","Apodemus_gurkha",39.9,5.5,2,1,1,1,1.173796880127,12753.1194722095,"LC"
"Apodemus_hyrcanicus","Apodemus_hyrcanicus","Apodemus_hyrcanicus",44.80694402,NA,2,1,1,1,4.95542840929,48735.2664501274,"NT"
"Apodemus_latronum","Apodemus_latronum","Apodemus_latronum",35.2,5.22,2,7,1,1,50.4919899305,537445.518581968,"LC"
"Apodemus_mystacinus","Apodemus_mystacinus","Apodemus_mystacinus",43.84,3.62,2,3,1,1,83.4392674501691,805556.050788241,"LC"
"Apodemus_pallipes","Apodemus_pallipes","Apodemus_pallipes",25.68,5.2,2,1,1,1,77.2267518297,785093.975025837,"LC"
"Apodemus_peninsulae","Apodemus_peninsulae","Apodemus_peninsulae",32.9,4.555,2,5,1,1,1107.62880367545,8904447.8728382,"LC"
"Apodemus_ponticus","Apodemus_ponticus","Apodemus_ponticus",26.7,5.5,2,4,1,1,37.6528205753,347979.685295773,"LC"
"Apodemus_rusiges","Apodemus_rusiges","Apodemus_rusiges",24.8,5.19,2,1,1,1,11.089586171847,113034.672966235,"LC"
"Apodemus_semotus","Apodemus_semotus","Apodemus_semotus",25.77,4.365,2,3,1,1,3.00385719709,34069.3240777213,"LC"
"Apodemus_speciosus","Apodemus_speciosus","Apodemus_speciosus",43.75,4.47,2,8,1,1,37.7487375126089,369383.69095152,"LC"
"Apodemus_sylvaticus","Apodemus_sylvaticus","Apodemus_sylvaticus",23.4,5.17,2,10,1,1,609.708715632847,4999272.44136349,"LC"
"Apodemus_uralensis","Apodemus_uralensis","Apodemus_uralensis",18.26,5.46,2,4,1,1,914.77422751137,7224198.16688042,"LC"
"Apodemus_witherbyi","Apodemus_witherbyi","Apodemus_witherbyi",20.66,NA,2,3,1,1,166.862144515809,1588625.78783985,"LC"
"Apomys_abrae","Apomys_abrae","Apomys_abrae",34.88,NA,2,1,1,1,1.05822084427,12530.0127700541,"LC"
"Apomys_camiguinensis","Apomys_camiguinensis","Apomys_camiguinensis",32.69125,NA,NA,2,1,NA,0.006064324991,74.1872402675747,"VU"
"Apomys_datae","Apomys_datae","Apomys_datae",34.88,NA,2,2,1,1,0.985121830044,11654.0612097148,"LC"
"Apomys_gracilirostris","Apomys_gracilirostris","Apomys_gracilirostris",37.885625,NA,2,1,1,1,0.0476459550026,574.7852864267,"LC"
"Apomys_hylocetes","Apomys_hylocetes","Apomys_hylocetes",34.88,NA,2,1,1,1,0.360708540101,4427.78853544609,"LC"
"Apomys_insignis","Apomys_insignis","Apomys_insignis",34.88,NA,2,2,1,1,7.7834991202015,95576.5800789941,"LC"
"Apomys_littoralis","Apomys_littoralis","Apomys_littoralis",30.95,NA,2,1,1,1,0.647058440148,7950.13052850004,"DD"
"Apomys_microdon","Apomys_microdon","Apomys_microdon",34.98,NA,2,2,1,1,5.229756085512,62311.7680493441,"LC"
"Apomys_musculus","Apomys_musculus","Apomys_musculus",21.2,NA,2,1,1,1,4.0178255353505,48052.8662123663,"LC"
"Apomys_sacobianus","Apomys_sacobianus","Apomys_sacobianus",34.88,NA,2,1,1,1,0.0800065208989,957.006864791904,"LC"
"Aproteles_bulmerae","Aproteles_bulmerae","Aproteles_bulmerae",623.91,1,2,2,2,2,0.0039357600225,48.4725191090394,"CR"
"Arabitragus_jayakari","Arabitragus_jayakari","Arabitragus_jayakari",23000,1,2,4,1,1,2.79585306538,31700.7284871242,"EN"
"Arborimus_albipes","Arborimus_albipes","Arborimus_albipes",23,2.7475,2,2,1,1,8.65182885638,77837.7801032134,"LC"
"Arborimus_longicaudus","Arborimus_longicaudus","Arborimus_longicaudus",22.39,2.825,2,1,1,1,6.05249418524,54125.4235323735,"NT"
"Arborimus_pomo","Arborimus_pomo","Arborimus_pomo",32.5,1.875,2,1,1,1,2.32223409026,22031.3502512343,"NT"
"Archboldomys_luzonensis","Archboldomys_luzonensis","Archboldomys_luzonensis",35.34,NA,1,1,1,4,0.00185555998095,22.3441191877611,"VU"
"Arctictis_binturong","Arctictis_binturong","Arctictis_binturong",12999.99,2.5,2,4,1,5,256.624149996743,3067747.815464,"VU"
"Arctocebus_aureus","Arctocebus_aureus","Arctocebus_aureus",235,1,2,1,1,4,54.2687965786,671964.076773948,"LC"
"Arctocebus_calabarensis","Arctocebus_calabarensis","Arctocebus_calabarensis",257.755,1.005,2,2,1,4,12.1174074467,149415.492584093,"LC"
"Arctogalidia_trivirgata","Arctogalidia_trivirgata","Arctogalidia_trivirgata",2250,2.645,2,2,1,3,212.549933218775,2554840.77037217,"LC"
"Arctonyx_hoevenii","Arctonyx_collaris","Arctonyx_collaris",8166.52,3,2,4,1,5,31.92614264636,395071.384996735,"LC"
"Arctonyx_albogularis","Arctonyx_collaris","Arctonyx_collaris",8166.52,3,2,4,1,5,1612.9743552756,16895475.9677454,"LC"
"Arctonyx_collaris","Arctonyx_collaris","Arctonyx_collaris",8166.52,3,2,4,1,5,161.8900815144,1888101.83136725,"VU"
"Ardops_nichollsi","Ardops_nichollsi","Ardops_nichollsi",19.23,0.9925,2,2,2,2,0.3991232648861,4770.21258145151,"LC"
"Arielulus_aureocollaris","Arielulus_aureocollaris","Arielulus_aureocollaris",10.4,NA,2,2,2,4,0.21707966497875,2515.88537677336,"LC"
"Arielulus_circumdatus","Arielulus_circumdatus","Arielulus_circumdatus",10.4,NA,2,2,2,4,15.0699800657577,170990.007270919,"LC"
"Arielulus_cuprosus","Arielulus_cuprosus","Arielulus_cuprosus",10.4,NA,2,1,2,4,0.213958137748,2647.63152007909,"VU"
"Arielulus_societatis","Arielulus_societatis","Arielulus_societatis",8.72,NA,2,1,2,4,1.00045919163,12360.8618521569,"VU"
"Arielulus_torquatus","Arielulus_torquatus","Arielulus_torquatus",10.4,NA,2,1,2,4,3.18000187513,36065.9822182592,"LC"
"Ariteus_flavescens","Ariteus_flavescens","Ariteus_flavescens",11.9,NA,2,2,2,2,0.941051414791,11080.8628268986,"LC"
"Artibeus_amplus","Artibeus_amplus","Artibeus_amplus",61.04,NA,2,3,2,2,134.293711422,1652609.2305002,"LC"
"Artibeus_concolor","Artibeus_concolor","Artibeus_concolor",19.65,NA,2,2,2,2,525.519228034,6479779.67375731,"LC"
"Artibeus_fimbriatus","Artibeus_fimbriatus","Artibeus_fimbriatus",63.895,NA,2,1,2,2,130.599301356,1486463.30526739,"LC"
"Artibeus_fraterculus","Artibeus_fraterculus","Artibeus_fraterculus",36,0.99,2,2,2,2,24.7540499293,304292.115348567,"LC"
"Artibeus_hirsutus","Artibeus_hirsutus","Artibeus_hirsutus",40.42,0.98,2,5,2,2,20.0899564057024,229908.323853834,"LC"
"Artibeus_inopinatus","Artibeus_inopinatus","Artibeus_inopinatus",29.3,NA,2,4,2,2,3.43059912543,41384.0241359562,"DD"
"Artibeus_jamaicensis","Artibeus_jamaicensis","Artibeus_jamaicensis",43.63,1,2,6,2,2,132.345443300245,1568702.14147832,"LC"
"Artibeus_schwartzi","Artibeus_jamaicensis","Artibeus_jamaicensis",43.63,1,2,6,2,2,0.68574372884515,8337.59974120717,"DD"
"Artibeus_lituratus","Artibeus_lituratus","Artibeus_lituratus",59.3,1,2,4,2,2,1184.21177059519,14320981.0515775,"LC"
"Artibeus_obscurus","Artibeus_obscurus","Artibeus_obscurus",35.91,0.99,2,3,2,2,921.563489235,11191603.3504084,"LC"
"Artibeus_planirostris","Artibeus_planirostris","Artibeus_planirostris",42.17,1,2,3,2,2,656.153896173,7952207.55550086,"LC"
"Arvicanthis_abyssinicus","Arvicanthis_abyssinicus","Arvicanthis_abyssinicus",73.34,NA,2,3,1,1,24.5281137957,297932.320116566,"LC"
"Arvicanthis_ansorgei","Arvicanthis_ansorgei","Arvicanthis_ansorgei",102.35,5,2,10,1,1,54.0832126636,655231.671180808,"LC"
"Arvicanthis_blicki","Arvicanthis_blicki","Arvicanthis_blicki",128,NA,2,1,1,1,1.464522939711,18010.6350157439,"NT"
"Arvicanthis_nairobae","Arvicanthis_nairobae","Arvicanthis_nairobae",104,NA,2,2,1,1,12.2921543207,152152.241595403,"LC"
"Arvicanthis_neumanni","Arvicanthis_neumanni","Arvicanthis_neumanni",85,NA,2,2,1,1,99.6664620997,1226403.00457944,"LC"
"Arvicanthis_niloticus","Arvicanthis_niloticus","Arvicanthis_niloticus",95.8,4.93,2,9,1,1,512.155929599231,6221131.01650497,"LC"
"Arvicanthis_rufinus","Arvicanthis_rufinus","Arvicanthis_rufinus",89.84,4.86,2,6,1,1,94.7391662562742,1161857.41045739,"LC"
"Arvicola_amphibius","Arvicola_amphibius","Arvicola_amphibius",120,4.92,2,9,1,1,2274.38696398689,15711685.4553965,"LC"
"Arvicola_sapidus","Arvicola_sapidus","Arvicola_sapidus",219.99,4.125,2,3,1,1,98.8689882927,882885.872238066,"VU"
"Arvicola_scherman","Arvicola_scherman","Arvicola_scherman",97.5,5.09,2,NA,1,1,98.75194696694,830824.806056641,"LC"
"Asellia_patrizii","Asellia_patrizii","Asellia_patrizii",12.94,NA,2,3,2,4,18.8767181709829,228991.132949865,"LC"
"Asellia_tridens","Asellia_tridens","Asellia_tridens",11.93,1,2,6,2,4,1497.30837033874,16998714.158226,"LC"
"Aselliscus_stoliczkanus","Aselliscus_stoliczkanus","Aselliscus_stoliczkanus",6.09,NA,2,1,2,4,119.34996637102,1368853.8215885,"LC"
"Aselliscus_tricuspidatus","Aselliscus_tricuspidatus","Aselliscus_tricuspidatus",4.08,0.99,2,3,2,4,22.4231887508369,276517.729475914,"LC"
"Atelerix_albiventris","Atelerix_albiventris","Atelerix_albiventris",450,4.235,2,3,1,5,578.665549386,7073044.80384891,"LC"
"Atelerix_algirus","Atelerix_algirus","Atelerix_algirus",903.98,3.125,2,6,1,5,72.2191628149095,736378.675157192,"LC"
"Atelerix_frontalis","Atelerix_frontalis","Atelerix_frontalis",319.06,5.0925,2,8,1,5,92.6594953331,1052719.99486951,"LC"
"Atelerix_sclateri","Atelerix_sclateri","Atelerix_sclateri",539.15,4.49,2,2,1,5,25.3696339804,311017.855398465,"LC"
"Ateles_belzebuth","Ateles_belzebuth","Ateles_belzebuth",6692.42,1.01,1,3,1,2,93.8175347637,1160942.48223314,"EN"
"Ateles_chamek","Ateles_chamek","Ateles_chamek",7053.92,1,1,1,1,2,200.917481635,2452900.0797521,"EN"
"Ateles_fusciceps","Ateles_fusciceps","Ateles_fusciceps",9067.94,1.005,1,3,1,2,17.62138808039,217204.729391271,"CR"
"Ateles_geoffroyi","Ateles_geoffroyi","Ateles_geoffroyi",7267.5,1.005,1,3,1,2,76.229742090146,906788.825868491,"EN"
"Ateles_hybridus","Ateles_hybridus","Ateles_hybridus",6692.42,1,1,4,1,2,13.618979544654,166960.417812526,"CR"
"Ateles_marginatus","Ateles_marginatus","Ateles_marginatus",6229.28,1,1,2,1,2,42.9459464206,527510.013154724,"EN"
"Ateles_paniscus","Ateles_paniscus","Ateles_paniscus",7900.05,1,1,3,1,2,86.3585680069,1068376.61826301,"VU"
"Atelocynus_microtis","Atelocynus_microtis","Atelocynus_microtis",8363.22,NA,2,4,1,3,233.196765279,2871614.01595581,"NT"
"Atherurus_africanus","Atherurus_africanus","Atherurus_africanus",2875.65,1.5,2,3,1,1,288.78051925998,3567810.37345314,"LC"
"Atherurus_macrourus","Atherurus_macrourus","Atherurus_macrourus",2000,1.5425,2,2,1,1,231.310974562991,2685654.03190262,"LC"
"Atilax_paludinosus","Atilax_paludinosus","Atilax_paludinosus",3300,2,2,9,1,3,1167.23717281001,14135957.8835153,"LC"
"Atlantoxerus_getulus","Atlantoxerus_getulus","Atlantoxerus_getulus",250.57,NA,1,4,1,5,28.6334615834,303016.818109211,"LC"
"Auliscomys_boliviensis","Auliscomys_boliviensis","Auliscomys_boliviensis",70.91,3.4,2,2,1,5,17.8941925567,211790.535525412,"LC"
"Auliscomys_pictus","Auliscomys_pictus","Auliscomys_pictus",48.97,NA,2,4,1,5,25.944230642528,311398.539615003,"LC"
"Auliscomys_sublimis","Auliscomys_sublimis","Auliscomys_sublimis",38,NA,2,2,1,5,33.7497234646,395527.363486255,"LC"
"Avahi_betsileo","Avahi_betsileo","Avahi_betsileo",1000,NA,NA,1,1,NA,0.0840313078722,975.947250975293,"EN"
"Avahi_cleesei","Avahi_cleesei","Avahi_cleesei",5500,NA,NA,1,1,NA,0.221018944908,2594.79083800213,"EN"
"Avahi_laniger","Avahi_laniger","Avahi_laniger",1092.28,1.0075,2,2,1,1,4.30333357892,50968.6740653482,"VU"
"Avahi_meridionalis","Avahi_meridionalis","Avahi_meridionalis",1150,NA,NA,1,1,NA,0.139437525322,1569.49009567461,"EN"
"Avahi_mooreorum","Avahi_mooreorum","Avahi_mooreorum",1628.751429,NA,NA,1,1,NA,0.167531772763,2000.32843024529,"EN"
"Avahi_occidentalis","Avahi_occidentalis","Avahi_occidentalis",828.98,1.015,2,1,1,1,0.258125035553,3073.97903130912,"EN"
"Avahi_peyrierasi","Avahi_peyrierasi","Avahi_peyrierasi",1000,NA,NA,2,1,NA,0.38222700547,4395.62529669554,"VU"
"Avahi_ramanantsoavanai","Avahi_ramanantsoavanai","Avahi_ramanantsoavanai",1628.751429,NA,NA,1,1,NA,0.515712141422,5858.8364586446,"VU"
"Avahi_unicolor","Avahi_unicolor","Avahi_unicolor",839.265,NA,2,1,1,1,0.0653339229811,784.33167143164,"EN"
"Axis_axis","Axis_axis","Axis_axis",67281.85,1.02,2,5,1,1,205.27109736073,2373133.45773487,"LC"
"Axis_calamianensis","Axis_calamianensis","Axis_calamianensis",39812.6,1.5025,2,3,1,1,0.111686330400012,1353.60172094053,"EN"
"Axis_kuhlii","Axis_kuhlii","Axis_kuhlii",54999.99,1.1125,2,4,1,1,0.005208938772981,64.218977165348,"CR"
"Axis_porcinus","Axis_porcinus","Axis_porcinus",37448.29,1,2,2,1,1,32.6993141829578,363841.663061417,"EN"
"Babyrousa_babyrussa","Babyrousa_babyrussa","Babyrousa_babyrussa",92950.09,1.565,1,4,1,1,1.0731364989986,13280.365753724,"VU"
"Babyrousa_celebensis","Babyrousa_celebensis","Babyrousa_celebensis",92950.09,1.4,1,4,1,1,11.0574522786957,136890.957911665,"VU"
"Babyrousa_togeanensis","Babyrousa_togeanensis","Babyrousa_togeanensis",92950.09,1.4,1,7,1,1,0.04330935422281,536.675911788417,"EN"
"Baiomys_musculus","Baiomys_musculus","Baiomys_musculus",8.99,2.62,1,6,1,1,38.2509511652,452712.432532767,"LC"
"Baiomys_taylori","Baiomys_taylori","Baiomys_taylori",7.43,2.595,1,5,1,1,116.587109938,1279844.73338774,"LC"
"Baiyankamys_habbema","Baiyankamys_habbema","Baiyankamys_habbema",136.19,NA,2,4,1,5,0.063361401356,782.789403573959,"DD"
"Baiyankamys_shawmayeri","Baiyankamys_shawmayeri","Baiyankamys_shawmayeri",141.0605074,NA,2,2,1,5,5.34895441197,65886.3248407912,"LC"
"Balantiopteryx_infusca","Balantiopteryx_infusca","Balantiopteryx_infusca",5.27,NA,2,3,2,4,0.231151610329,2860.62673840473,"VU"
"Balantiopteryx_io","Balantiopteryx_io","Balantiopteryx_io",3.97,1,2,3,2,4,14.4661829102,171529.149674629,"VU"
"Balantiopteryx_plicata","Balantiopteryx_plicata","Balantiopteryx_plicata",6.57,0.99,2,4,2,4,70.4230830932,829645.503580545,"LC"
"Balionycteris_maculata","Balionycteris_maculata","Balionycteris_maculata",14.43,1,2,3,2,2,46.4140030138103,574183.015456683,"LC"
"Bandicota_bengalensis","Bandicota_bengalensis","Bandicota_bengalensis",196.83,7.4575,2,19,1,1,351.327500405,4001003.19548068,"LC"
"Bandicota_indica","Bandicota_indica","Bandicota_indica",583.09,6.12,2,17,1,1,468.25312904908,5403060.09040165,"LC"
"Bandicota_savilei","Bandicota_savilei","Bandicota_savilei",260.63,NA,2,4,1,1,73.41601516929,871543.518898759,"LC"
"Barbastella_barbastellus","Barbastella_barbastellus","Barbastella_barbastellus",8.31,1.865,2,6,2,4,458.597243188787,3805495.79784707,"NT"
"Barbastella_leucomelas","Barbastella_leucomelas","Barbastella_leucomelas",15.05,2,2,8,2,4,384.017926906228,3936415.71317424,"LC"
"Bassaricyon_alleni","Bassaricyon_alleni","Bassaricyon_alleni",1235.01,1,2,2,1,2,363.652800508,4479498.02508737,"LC"
"Bassaricyon_medius","Bassaricyon_gabbii","Bassaricyon_medius",1250,1,2,2,1,2,59.38158016,732383.788613265,"LC"
"Bassaricyon_gabbii","Bassaricyon_gabbii","Bassaricyon_gabbii",1250,1,2,2,1,2,12.9803797508,157384.799399399,"LC"
"Bassariscus_astutus","Bassariscus_astutus","Bassariscus_astutus",1010.37,3,2,9,1,2,371.349281212888,3916063.23004368,"LC"
"Bassariscus_sumichrasti","Bassariscus_sumichrasti","Bassariscus_sumichrasti",906,2,2,3,1,2,52.7655225771,625662.493194096,"LC"
"Bathyergus_janetta","Bathyergus_janetta","Bathyergus_janetta",388.69,3.395,2,1,1,1,1.119336475132,12076.8834100021,"LC"
"Bathyergus_suillus","Bathyergus_suillus","Bathyergus_suillus",664.4,3.01,2,1,1,1,3.80830452015,39321.8034466983,"LC"
"Batomys_dentatus","Batomys_dentatus","Batomys_dentatus",196,NA,2,1,1,1,0.0384606299848,456.420512843574,"DD"
"Batomys_granti","Batomys_granti","Batomys_granti",169.53,NA,2,1,1,1,0.5579864199869,6614.20793012788,"NT"
"Batomys_russatus","Batomys_russatus","Batomys_russatus",182.2175,NA,2,1,1,1,0.0681742149715,831.57982175862,"EN"
"Batomys_salomonseni","Batomys_salomonseni","Batomys_salomonseni",185.76,NA,2,1,1,1,1.3190686699834,16116.9729987413,"LC"
"Bauerus_dubiaquercus","Bauerus_dubiaquercus","Bauerus_dubiaquercus",22.22,1.71,2,2,2,4,21.612875348774,255850.569003859,"NT"
"Bdeogale_crassicauda","Bdeogale_crassicauda","Bdeogale_crassicauda",1646.065,0.97,2,3,1,4,124.653878765137,1506689.23845315,"LC"
"Bdeogale_jacksoni","Bdeogale_jacksoni","Bdeogale_jacksoni",2500,1,2,2,1,3,5.197134645313,64384.22615509,"NT"
"Bdeogale_nigripes","Bdeogale_nigripes","Bdeogale_nigripes",2500,1,2,1,1,4,171.835683889,2124654.25636988,"LC"
"Bdeogale_omnivora","Bdeogale_omnivora","Bdeogale_omnivora",1646.065,0.97,2,1,1,4,2.31852215418,28684.7629683065,"VU"
"Beamys_hindei","Beamys_hindei","Beamys_hindei",75.8,3.6825,2,1,1,5,27.842467363457,339486.459044354,"LC"
"Beatragus_hunteri","Beatragus_hunteri","Beatragus_hunteri",79132.17,1,1,NA,1,1,0.859629565116,10649.4676923114,"CR"
"Belomys_pearsonii","Belomys_pearsonii","Belomys_pearsonii",217,NA,2,4,1,1,46.8166130121,527936.310858091,"DD"
"Berylmys_berdmorei","Berylmys_berdmorei","Berylmys_berdmorei",235,NA,2,3,1,5,56.04002167468,664563.098001447,"LC"
"Berylmys_bowersi","Berylmys_bowersi","Berylmys_bowersi",358.68,3.88,2,5,1,5,225.848765274645,2569879.7671102,"LC"
"Berylmys_mackenziei","Berylmys_mackenziei","Berylmys_mackenziei",276.42,NA,2,1,1,5,9.0594046354,101869.277691697,"DD"
"Berylmys_manipulus","Berylmys_manipulus","Berylmys_manipulus",206.42,NA,2,5,1,5,19.2026170185,214986.26256379,"DD"
"Bettongia_gaimardi","Bettongia_gaimardi","Bettongia_gaimardi",1660,1,2,1,1,1,3.1500970065327,29111.3566161332,"NT"
"Bettongia_lesueur","Bettongia_lesueur","Bettongia_lesueur",1447.27,1,2,3,1,1,0.091047488715703,983.31151484245,"NT"
"Bettongia_penicillata","Bettongia_penicillata","Bettongia_penicillata",1184.35,1,2,NA,1,1,0.389715354446752,4069.77080615665,"CR"
"Bettongia_tropica","Bettongia_tropica","Bettongia_tropica",1256.58,1,2,2,1,1,0.03377134539271,398.96265871042,"EN"
"Bibimys_chacoensis","Bibimys_chacoensis","Bibimys_chacoensis",28,NA,2,1,1,1,2.541787835234,28048.0970049715,"LC"
"Bibimys_labiosus","Bibimys_labiosus","Bibimys_labiosus",29,NA,2,1,1,1,31.9856668792,363061.895381218,"LC"
"Bibimys_torresi","Bibimys_torresi","Bibimys_torresi",28,NA,2,2,1,1,0.42730796534765,4392.34056346984,"NT"
"Bison_bison","Bison_bison","Bison_bison",624577.07,0.99,2,10,1,1,29.233920704655,194851.796347165,"NT"
"Bison_bonasus","Bison_bonasus","Bison_bonasus",624577.07,1,2,4,1,1,0.7525078197674,5705.53027824739,"VU"
"Biswamoyopterus_biswasi","Biswamoyopterus_biswasi","Biswamoyopterus_biswasi",1613.2995,NA,2,1,1,5,0.3688961683522,4054.50331467464,"CR"
