"IUCN_binomial","trait_binomial","phylogeny_binomial","body_mass_median","litter_clutch_size","activity","hab_breadth","volant","diet_5cat","range_size_decimaldegrees","range_size_km2","threat"
"Diplomys_caniceps","Diplomys_caniceps","Diplomys_caniceps",394.49,NA,2,1,1,5,0.0353195290495,435.060559563299,"DD"
"Diplomys_labilis","Diplomys_labilis","Diplomys_labilis",282.17,1.18,2,4,1,5,9.06711294029,111711.133909259,"LC"
"Diplothrix_legata","Diplothrix_legata","Diplothrix_legata",70.18694402,NA,2,1,1,1,0.07334535934681,802.988733820323,"EN"
"Dipodomys_agilis","Dipodomys_agilis","Dipodomys_agilis",60.21,2.5875,2,2,1,1,3.79809652095,38685.5459090863,"LC"
"Dipodomys_californicus","Dipodomys_californicus","Dipodomys_californicus",84.95,2.85,2,3,1,1,9.14689595541,86302.422031221,"LC"
"Dipodomys_compactus","Dipodomys_compactus","Dipodomys_compactus",49.25,2.47,2,4,1,1,4.5317516954298,49622.1908974972,"LC"
"Dipodomys_deserti","Dipodomys_deserti","Dipodomys_deserti",106.75,3.325,2,1,1,1,30.2963441031,308413.937665533,"LC"
"Dipodomys_elator","Dipodomys_elator","Dipodomys_elator",105.82,2.91,2,3,1,1,1.0496189698883,10794.9298708849,"VU"
"Dipodomys_gravipes","Dipodomys_gravipes","Dipodomys_gravipes",83.96,NA,2,1,1,1,0.208947410574,2231.05472686651,"CR"
"Dipodomys_heermanni","Dipodomys_heermanni","Dipodomys_heermanni",64.15,3.11,2,5,1,1,7.06520695836,70348.325756095,"LC"
"Dipodomys_ingens","Dipodomys_ingens","Dipodomys_ingens",122.805,4.265,2,2,1,1,0.676485075108,6798.76096875322,"EN"
"Dipodomys_merriami","Dipodomys_merriami","Dipodomys_merriami",37.91,2.345,2,2,1,1,134.411298273279,1428182.07600001,"LC"
"Dipodomys_microps","Dipodomys_microps","Dipodomys_microps",55.16,2.3775,2,3,1,1,41.0679915031,392814.962271683,"LC"
"Dipodomys_nelsoni","Dipodomys_nelsoni","Dipodomys_nelsoni",87.93,1.94,2,2,1,1,17.4427006898,193391.108763023,"LC"
"Dipodomys_nitratoides","Dipodomys_nitratoides","Dipodomys_nitratoides",41.59,2.22,2,2,1,1,1.12651601486525,11321.1765163926,"VU"
"Dipodomys_ordii","Dipodomys_ordii","Dipodomys_ordii",50.4,3.05,2,2,1,1,350.336664985,3426002.61308762,"LC"
"Dipodomys_panamintinus","Dipodomys_panamintinus","Dipodomys_panamintinus",73.67,3.64,2,3,1,1,6.1552850746234,61106.8433204308,"LC"
"Dipodomys_phillipsii","Dipodomys_phillipsii","Dipodomys_phillipsii",41,2.59,2,2,1,1,5.35671075316,62708.7563931486,"LC"
"Dipodomys_simulans","Dipodomys_simulans","Dipodomys_simulans",64.03,NA,2,4,1,1,9.24189197490315,98132.797708099,"LC"
"Dipodomys_spectabilis","Dipodomys_spectabilis","Dipodomys_spectabilis",124.61,2.66,2,1,1,1,49.8747993846,525470.855798997,"NT"
"Dipodomys_stephensi","Dipodomys_stephensi","Dipodomys_stephensi",68.49,2.65,2,2,1,1,0.2853189152783,2942.10840613576,"EN"
"Dipodomys_venustus","Dipodomys_venustus","Dipodomys_venustus",81.52,1.865,2,2,1,1,1.64860923461,16390.0801598179,"LC"
"Dipus_sagitta","Dipus_sagitta","Dipus_sagitta",89,3.4625,2,2,1,1,343.284908797505,3158659.69982645,"LC"
"Distoechurus_pennatus","Distoechurus_pennatus","Distoechurus_pennatus",52.12,1.2325,2,4,1,2,43.7611338857,539677.8675955,"LC"
"Dobsonia_anderseni","Dobsonia_anderseni","Dobsonia_anderseni",233.99,0.99,2,6,2,2,3.7947329601185,46835.5465402312,"LC"
"Dobsonia_beauforti","Dobsonia_beauforti","Dobsonia_beauforti",165.35,0.99,2,4,2,2,0.81256597508845,10067.4962224363,"LC"
"Dobsonia_chapmani","Dobsonia_chapmani","Dobsonia_chapmani",224.3275,NA,2,2,2,2,0.002401116664789,29.2975233296139,"CR"
"Dobsonia_crenulata","Dobsonia_crenulata","Dobsonia_crenulata",218.21,NA,2,5,2,2,17.0219292800454,210695.843595861,"LC"
"Dobsonia_emersa","Dobsonia_emersa","Dobsonia_emersa",201.06,NA,2,2,2,2,0.20584367001425,2550.46947863784,"VU"
"Dobsonia_exoleta","Dobsonia_exoleta","Dobsonia_exoleta",302.03,NA,2,5,2,2,14.634019490042,181117.353692214,"LC"
"Dobsonia_inermis","Dobsonia_inermis","Dobsonia_inermis",152.6,0.99,2,4,2,2,2.8521249097655,34974.8367568151,"LC"
"Dobsonia_minor","Dobsonia_minor","Dobsonia_minor",80.1,0.9925,2,3,2,2,50.196478100635,618960.84361152,"LC"
"Dobsonia_moluccensis","Dobsonia_moluccensis","Dobsonia_moluccensis",404.3,0.9925,2,8,2,2,3.2401642600452,40050.5487852369,"LC"
"Dobsonia_pannietensis","Dobsonia_pannietensis","Dobsonia_pannietensis",267.7,0.985,2,3,2,2,0.4464840053862,5449.5175440789,"NT"
"Dobsonia_peronii","Dobsonia_peronii","Dobsonia_peronii",226.51,0.98,2,3,2,2,7.217412484929,88346.5928617122,"LC"
"Dobsonia_praedatrix","Dobsonia_praedatrix","Dobsonia_praedatrix",179.12,1,2,1,2,2,3.6498611551313,45042.7341651329,"LC"
"Dobsonia_viridis","Dobsonia_viridis","Dobsonia_viridis",240.66,NA,2,4,2,2,2.2585687300518,27938.7168418415,"LC"
"Dolichotis_patagonum","Dolichotis_patagonum","Dolichotis_patagonum",8000,1.8125,1,4,1,1,126.760991687,1245089.78653656,"NT"
"Dolichotis_salinicola","Dolichotis_salinicola","Dolichotis_salinicola",1607.6,1.7675,1,1,1,1,65.8145685469,739194.753610464,"LC"
"Dologale_dybowskii","Dologale_dybowskii","Dologale_dybowskii",361.92,4,1,NA,1,4,39.748539226732,491209.970563549,"DD"
"Dorcatragus_megalotis","Dorcatragus_megalotis","Dorcatragus_megalotis",10918.12,1,1,2,1,1,4.2729837992271,52083.058690526,"VU"
"Dorcopsis_atrata","Dorcopsis_atrata","Dorcopsis_atrata",5916.5,1.0075,2,1,1,1,0.00685187563772,83.7816815003012,"CR"
"Dorcopsis_hageni","Dorcopsis_hageni","Dorcopsis_hageni",5499.99,1.0075,2,3,1,1,12.4534513707,154006.706063801,"LC"
"Dorcopsis_luctuosa","Dorcopsis_luctuosa","Dorcopsis_luctuosa",4939.56,1.0075,2,2,1,1,13.0987711528008,160625.352702342,"VU"
"Dorcopsis_muelleri","Dorcopsis_muelleri","Dorcopsis_muelleri",5370.79,1,2,2,1,1,10.223614699576,126486.205966258,"LC"
"Dorcopsulus_macleayi","Dorcopsulus_macleayi","Dorcopsulus_macleayi",2988,1.22,2,2,1,5,2.12687481876,26052.5438271311,"LC"
"Dorcopsulus_vanheurni","Dorcopsulus_vanheurni","Dorcopsulus_vanheurni",1890.36,1.18,2,2,1,5,14.6597963433,180552.546607286,"NT"
"Dremomys_everetti","Dremomys_everetti","Dremomys_everetti",129.78,NA,1,1,1,5,5.35324028011,66154.7813553094,"LC"
"Dremomys_gularis","Dremomys_gularis","Dremomys_gularis",200.32,NA,1,2,1,5,3.76422541564,42883.4777668044,"LC"
"Dremomys_lokriah","Dremomys_lokriah","Dremomys_lokriah",226.99,3.675,1,2,1,5,32.94007659673,363138.542892368,"LC"
"Dremomys_pernyi","Dremomys_pernyi","Dremomys_pernyi",198.63,4,1,2,1,5,160.24090411,1759570.58251718,"LC"
"Dremomys_pyrrhomerus","Dremomys_pyrrhomerus","Dremomys_pyrrhomerus",200.32,NA,1,1,1,5,24.792430683647,274517.779735824,"LC"
"Dremomys_rufigenis","Dremomys_rufigenis","Dremomys_rufigenis",200.32,NA,1,5,1,5,138.724490318058,1608307.04137194,"LC"
"Dromiciops_gliroides","Dromiciops_gliroides","Dromiciops_gliroides",25,3,2,2,1,4,14.5986245879757,139374.907745203,"NT"
"Dryomys_laniger","Dryomys_laniger","Dryomys_laniger",25.91,4.18,2,1,1,5,2.9074097880538,28735.8284733151,"DD"
"Dryomys_niethammeri","Dryomys_niethammeri","Dryomys_niethammeri",26.8125,NA,2,1,1,5,0.00271620643862,29.0479615202707,"VU"
"Dryomys_nitedula","Dryomys_nitedula","Dryomys_nitedula",29.5,3.24,2,7,1,5,577.040149592152,5232416.84645993,"LC"
"Dyacopterus_brooksi","Dyacopterus_brooksi","Dyacopterus_brooksi",81.1,1.5,2,1,2,2,34.9352795253,432349.328417918,"VU"
"Dyacopterus_spadiceus","Dyacopterus_spadiceus","Dyacopterus_spadiceus",81.1,1.5,2,3,2,2,36.233829142661,447874.300772982,"NT"
"Dymecodon_pilirostris","Dymecodon_pilirostris","Dymecodon_pilirostris",15.46,3,2,3,1,4,3.9279804047842,39051.22775583,"LC"
"Echimys_chrysurus","Echimys_chrysurus","Echimys_chrysurus",624.995,1.955,2,1,1,2,128.862373377,1593729.97004796,"LC"
"Echimys_saturnus","Echimys_saturnus","Echimys_saturnus",626.89,NA,2,1,1,2,10.6515204546,131930.16717782,"DD"
"Echimys_vieirai","Echimys_vieirai","Echimys_vieirai",618.44,NA,NA,1,1,NA,5.54651754567,68605.2093099735,"DD"
"Coendou_rufescens","Echinoprocta_rufescens","Coendou_rufescens",831.79,NA,2,NA,1,1,31.0991458999,383949.549812395,"LC"
"Echinops_telfairi","Echinops_telfairi","Echinops_telfairi",166.125,5.49,2,4,1,4,9.76936917386,111491.172024219,"LC"
"Echinosorex_gymnura","Echinosorex_gymnura","Echinosorex_gymnura",756.53,1.875,2,6,1,5,111.823982830345,1383117.83744897,"LC"
"Echiothrix_centrosa","Echiothrix_centrosa","Echiothrix_centrosa",168.165,NA,2,1,1,4,2.35680928505,29202.3440427527,"VU"
"Echiothrix_leucura","Echiothrix_leucura","Echiothrix_leucura",164.34,NA,2,1,1,4,0.584220007914,7238.58696874483,"EN"
"Echymipera_clara","Echymipera_clara","Echymipera_clara",1204.61,2.2,2,2,1,4,14.282986141692,176639.328918026,"LC"
"Echymipera_davidi","Echymipera_davidi","Echymipera_davidi",817.05,NA,2,1,1,4,0.0228578674628,280.104154474809,"EN"
"Echymipera_echinista","Echymipera_echinista","Echymipera_echinista",1204.61,NA,2,4,1,4,0.051740683956,635.260438433027,"DD"
"Echymipera_kalubu","Echymipera_kalubu","Echymipera_kalubu",782.17,2.0775,2,5,1,4,68.5995317805697,845778.882635281,"LC"
"Echymipera_rufescens","Echymipera_rufescens","Echymipera_rufescens",1100,2.19,2,5,1,4,70.2558933211537,864960.684607895,"LC"
"Ectophylla_alba","Ectophylla_alba","Ectophylla_alba",5.55,0.9925,2,1,2,2,10.3802700153,125094.475865414,"NT"
"Eidolon_dupreanum","Eidolon_dupreanum","Eidolon_dupreanum",297.58,1.15,2,4,2,2,39.6859862965788,461986.767213488,"VU"
"Eidolon_helvum","Eidolon_helvum","Eidolon_helvum",254.61,1.06,2,9,2,2,979.029671581887,11875972.1997085,"NT"
"Eira_barbara","Eira_barbara","Eira_barbara",4134.99,2.07,2,5,1,3,1116.68327776853,13456144.2814023,"LC"
"Elaphodus_cephalophus","Elaphodus_cephalophus","Elaphodus_cephalophus",33500,1,2,2,1,1,178.9004764451,1951464.03682201,"NT"
"Elaphurus_davidianus","Elaphurus_davidianus","Elaphurus_davidianus",165989.17,1.165,1,2,1,1,0.021149694972,218.137611538585,"EW"
"Elephantulus_brachyrhynchus","Elephantulus_brachyrhynchus","Elephantulus_brachyrhynchus",45.11,1.5925,1,2,1,4,324.774086564,3896814.42571871,"LC"
"Elephantulus_edwardii","Elephantulus_edwardii","Elephantulus_edwardii",49.69,1.8,1,3,1,4,18.5895050489,194369.240227956,"LC"
"Elephantulus_fuscipes","Elephantulus_fuscipes","Elephantulus_fuscipes",57,0.96,1,1,1,4,12.2828975553,151903.648103412,"DD"
"Elephantulus_fuscus","Elephantulus_fuscus","Elephantulus_fuscus",51.50833334,1.2925,1,2,1,4,13.1409155533,155905.542470076,"DD"
"Elephantulus_intufi","Elephantulus_intufi","Elephantulus_intufi",48.9,1.575,1,3,1,4,106.104021603,1219072.4500765,"LC"
"Elephantulus_myurus","Elephantulus_myurus","Elephantulus_myurus",59.51,1.84,1,3,1,4,85.7089218055,973155.911964164,"LC"
"Elephantulus_pilicaudus","Elephantulus_pilicaudus","Elephantulus_pilicaudus",50.45666667,NA,NA,2,1,NA,2.69894689546,28492.6274896148,"DD"
"Elephantulus_revoilii","Elephantulus_revoilii","Elephantulus_revoilii",32.49,NA,1,2,1,4,10.2824224642,125571.78823364,"DD"
"Elephantulus_rozeti","Elephantulus_rozeti","Elephantulus_rozeti",48,2.315,1,3,1,4,70.5797549888,732283.771679558,"LC"
"Elephantulus_rufescens","Elephantulus_rufescens","Elephantulus_rufescens",52.78,1.41,1,2,1,4,121.684306113,1503466.93723829,"LC"
"Elephantulus_rupestris","Elephantulus_rupestris","Elephantulus_rupestris",65.56,1.84,1,3,1,4,51.53689266,559952.769159699,"LC"
"Elephas_maximus","Elephas_maximus","Elephas_maximus",3220000,1.205,2,7,1,1,52.9113249541232,624164.462088971,"EN"
"Eligmodontia_moreni","Eligmodontia_moreni","Eligmodontia_moreni",18,NA,2,1,1,1,4.36477979905,47003.2098706549,"LC"
"Eligmodontia_morgani","Eligmodontia_morgani","Eligmodontia_morgani",16.5,NA,2,2,1,1,42.9937524128,371824.037473525,"LC"
"Eligmodontia_puerulus","Eligmodontia_puerulus","Eligmodontia_puerulus",28.49,5.12,2,2,1,1,38.7830061057,449454.540104069,"LC"
"Eligmodontia_typus","Eligmodontia_typus","Eligmodontia_typus",17.37,5.68,2,3,1,1,99.8763555188,923547.787266209,"LC"
"Eliomys_melanurus","Eliomys_melanurus","Eliomys_melanurus",100.36,4.99,2,4,1,5,13.9566027834816,149222.618820558,"LC"
"Eliomys_munbyanus","Eliomys_munbyanus","Eliomys_munbyanus",106.54,4.99,2,6,1,5,84.404273583436,876506.252847297,"LC"
"Eliomys_quercinus","Eliomys_quercinus","Eliomys_quercinus",114.61,4.99,2,2,1,5,290.260696195243,2360560.42212192,"NT"
"Eliurus_antsingy","Eliurus_antsingy","Eliurus_antsingy",79.688125,NA,2,1,1,1,0.10791872936658,1270.21358322813,"DD"
"Eliurus_danieli","Eliurus_danieli","Eliurus_danieli",81.67625,NA,NA,1,1,NA,0.076004495007,870.488350936146,"LC"
"Eliurus_ellermani","Eliurus_ellermani","Eliurus_ellermani",100,NA,2,1,1,1,0.0016834549912,19.9240166904119,"DD"
"Eliurus_grandidieri","Eliurus_grandidieri","Eliurus_grandidieri",79.688125,NA,2,2,1,1,5.13371712834,60937.557628324,"LC"
"Eliurus_majori","Eliurus_majori","Eliurus_majori",100,NA,2,1,1,1,7.6034869332,89188.103427712,"LC"
"Eliurus_minor","Eliurus_minor","Eliurus_minor",57.53,NA,2,3,1,1,9.75981942317,114839.648574527,"LC"
"Eliurus_myoxinus","Eliurus_myoxinus","Eliurus_myoxinus",69.76,NA,2,2,1,1,23.9898486488,280448.19283711,"LC"
"Eliurus_penicillatus","Eliurus_penicillatus","Eliurus_penicillatus",100,NA,2,2,1,1,0.152365419761,1765.59889708772,"EN"
"Eliurus_petteri","Eliurus_petteri","Eliurus_petteri",75,NA,2,2,1,1,0.127684121907,1499.87394221949,"EN"
"Eliurus_tanala","Eliurus_tanala","Eliurus_tanala",89.99,NA,2,2,1,1,10.3506659726,121484.425556148,"LC"
"Eliurus_webbi","Eliurus_webbi","Eliurus_webbi",61.13,NA,2,2,1,1,11.4530223162,134147.193807449,"LC"
"Ellobius_alaicus","Ellobius_alaicus","Ellobius_alaicus",70.969125,NA,2,1,1,1,0.273241479257,2606.62895242868,"DD"
"Ellobius_fuscocapillus","Ellobius_fuscocapillus","Ellobius_fuscocapillus",80,3.5125,2,1,1,1,47.1778712287695,480039.397288031,"LC"
"Ellobius_lutescens","Ellobius_lutescens","Ellobius_lutescens",117.31,4.165,2,2,1,1,31.1022979592,310704.419433825,"LC"
"Ellobius_talpinus","Ellobius_talpinus","Ellobius_talpinus",40,3.6525,2,1,1,1,365.048452298,2982140.11562359,"LC"
"Ellobius_tancrei","Ellobius_tancrei","Ellobius_tancrei",60,3.635,2,3,1,1,340.231330916,3010835.59122848,"LC"
"Emballonura_alecto","Emballonura_alecto","Emballonura_alecto",5.25,NA,1,4,2,4,99.079596889739,1220027.82896036,"LC"
"Paremballonura_atrata","Emballonura_atrata","Emballonura_atrata",4.55,NA,1,NA,2,4,9.12711918424505,106268.22523309,"LC"
"Emballonura_beccarii","Emballonura_beccarii","Emballonura_beccarii",4.31,NA,1,3,2,4,7.43786108302395,91710.5203480703,"LC"
"Emballonura_dianae","Emballonura_dianae","Emballonura_dianae",7.97,1.5,1,3,2,4,7.3922756840806,91049.5060956456,"LC"
"Emballonura_furax","Emballonura_furax","Emballonura_furax",11.15,NA,1,3,2,4,5.54549181725245,68313.11854812,"DD"
"Emballonura_monticola","Emballonura_monticola","Emballonura_monticola",5.35,1,1,3,2,4,137.626026864702,1701771.04775361,"LC"
"Emballonura_raffrayana","Emballonura_raffrayana","Emballonura_raffrayana",5.61,NA,1,4,2,4,17.6697395862657,217742.019081797,"LC"
"Emballonura_semicaudata","Emballonura_semicaudata","Emballonura_semicaudata",6.29,NA,1,2,2,4,1.4005538843587,16635.632697361,"EN"
"Emballonura_serii","Emballonura_serii","Emballonura_serii",5.488333334,NA,1,2,2,4,0.75903501494205,9388.8329902155,"LC"
"Paremballonura_tiavato","Emballonura_tiavato","Emballonura_tiavato",5.226666667,NA,NA,NA,2,NA,12.7385016832,150213.66379246,"LC"
"Enchisthenes_hartii","Enchisthenes_hartii","Enchisthenes_hartii",16.99,0.99,2,1,2,2,256.908906953103,3124271.89069559,"LC"
"Enhydra_lutris","Enhydra_lutris","Enhydra_lutris",23500,0.98,1,3,1,5,267.514181222465,2018639.14964616,"EN"
"Eoglaucomys_fimbriatus","Eoglaucomys_fimbriatus","Eoglaucomys_fimbriatus",510,3.705,2,1,1,1,18.3725000607,189419.560145624,"LC"
"Eolagurus_luteus","Eolagurus_luteus","Eolagurus_luteus",26,7.5,1,1,1,1,45.45825968485,398353.289659513,"LC"
"Eolagurus_przewalskii","Eolagurus_przewalskii","Eolagurus_przewalskii",37.14430602,NA,1,2,1,1,99.6035592371,903769.994944497,"LC"
"Eonycteris_major","Eonycteris_major","Eonycteris_major",72.75,1,2,2,2,2,59.5796239047,737545.52860979,"DD"
"Eonycteris_robusta","Eonycteris_robusta","Eonycteris_robusta",78.36,1,2,2,2,2,9.4634906907539,115221.875647268,"NT"
"Eonycteris_spelaea","Eonycteris_spelaea","Eonycteris_spelaea",58.1,1,2,5,2,2,296.166200868474,3546184.36522716,"LC"
"Eospalax_fontanierii","Eospalax_fontanierii","Eospalax_fontanierii",256.76,NA,2,3,1,1,120.011091573401,1203400.67584392,"LC"
"Eospalax_rothschildi","Eospalax_rothschildi","Eospalax_rothschildi",180.5525,NA,2,3,1,1,22.3845514155,232043.51203901,"LC"
"Eospalax_smithii","Eospalax_smithii","Eospalax_smithii",175.455,NA,2,1,1,1,13.2436055043,135044.280033397,"LC"
"Eothenomys_cachinus","Eothenomys_cachinus","Eothenomys_cachinus",34.83,1.8,2,1,1,1,2.40084749766,26724.9989700374,"LC"
"Eothenomys_chinensis","Eothenomys_chinensis","Eothenomys_chinensis",45.3,NA,2,2,1,1,0.839414146537,9038.1619372716,"LC"
"Eothenomys_custos","Eothenomys_custos","Eothenomys_custos",30.8,NA,2,4,1,1,10.5791305848,116337.604074424,"LC"
"Eothenomys_melanogaster","Eothenomys_melanogaster","Eothenomys_melanogaster",19.59,1.8,2,2,1,1,158.702947584902,1729399.59794879,"LC"
"Eothenomys_miletus","Eothenomys_miletus","Eothenomys_miletus",46.25861204,1.8,2,1,1,1,36.4043045451,404270.143970046,"LC"
"Eothenomys_olitor","Eothenomys_olitor","Eothenomys_olitor",22,NA,2,1,1,1,16.0840884627,178515.124799135,"LC"
"Eothenomys_proditor","Eothenomys_proditor","Eothenomys_proditor",42.5,NA,2,2,1,1,3.5034674954705,38608.8729202267,"LC"
"Eothenomys_wardi","Eothenomys_wardi","Eothenomys_wardi",40.54430602,NA,2,3,1,1,0.762290749682,8371.07871959129,"NT"
"Eozapus_setchuanus","Eozapus_setchuanus","Eozapus_setchuanus",32.578,NA,2,4,1,1,52.6341584431,546152.888792068,"LC"
"Episoriculus_caudatus","Episoriculus_caudatus","Episoriculus_caudatus",6.95,4.77,2,2,1,4,28.6586257536792,316930.434849606,"LC"
"Episoriculus_fumidus","Episoriculus_fumidus","Episoriculus_fumidus",6.95,3.42,2,2,1,4,1.13463823273,12867.4963804975,"LC"
"Episoriculus_leucops","Episoriculus_leucops","Episoriculus_leucops",9.35,NA,2,2,1,4,21.623868671537,237403.718805164,"LC"
"Episoriculus_macrurus","Episoriculus_macrurus","Episoriculus_macrurus",7.553670278,NA,2,1,1,4,34.0508849051292,376941.404799772,"LC"
"Epixerus_ebii","Epixerus_ebii","Epixerus_ebii",520.96,2,1,1,1,2,44.08820080303,544102.225073911,"LC"
"Epomophorus_angolensis","Epomophorus_angolensis","Epomophorus_angolensis",88.458,1,2,2,2,2,31.9724405134,385856.247910077,"NT"
"Epomophorus_anselli","Epomophorus_anselli","Epomophorus_anselli",88.458,NA,NA,1,2,NA,0.2832093521634,3422.79954865491,"DD"
"Epomophorus_crypturus","Epomophorus_crypturus","Epomophorus_crypturus",95.04,0.995,2,1,2,2,177.331561033,2096069.47955191,"LC"
"Epomophorus_gambianus","Epomophorus_gambianus","Epomophorus_gambianus",128.87,0.99,2,4,2,2,312.233844763,3815200.77583421,"LC"
"Epomophorus_grandis","Epomophorus_grandis","Epomophorus_grandis",49.42,NA,2,4,2,2,0.0415308880046,511.46629566324,"DD"
"Epomophorus_minor","Epomophorus_labiatus","Epomophorus_labiatus",69.65,0.99,2,2,2,2,726.93212737424,8923589.5133906,"LC"
"Epomophorus_labiatus","Epomophorus_labiatus","Epomophorus_labiatus",69.65,0.99,2,2,2,2,144.882541629,1776388.27493363,"LC"
"Epomophorus_minimus","Epomophorus_minimus","Epomophorus_minimus",78.304,NA,2,1,2,2,21.590439439077,266240.571894124,"LC"
"Epomophorus_wahlbergi","Epomophorus_wahlbergi","Epomophorus_wahlbergi",91.58,0.995,2,4,2,2,416.6438919524,5031322.06009907,"LC"
"Epomops_buettikoferi","Epomops_buettikoferi","Epomops_buettikoferi",135.67,0.98,2,4,2,2,88.538467439,1086126.36370418,"LC"
"Epomops_dobsonii","Epomops_dobsonii","Epomops_dobsonii",122.08,NA,2,1,2,2,113.732960240434,1375331.41884537,"LC"
"Epomops_franqueti","Epomops_franqueti","Epomops_franqueti",118.99,1,2,1,2,2,367.780923102,4538839.98111264,"LC"
"Eptesicus_andinus","Eptesicus_andinus","Eptesicus_andinus",10.96,1.46,2,NA,2,4,66.483148217,816670.243172199,"LC"
"Eptesicus_bobrinskoi","Eptesicus_bobrinskoi","Eptesicus_bobrinskoi",7.55,NA,2,1,2,4,77.2164987404,643460.590048645,"LC"
"Eptesicus_bottae","Eptesicus_bottae","Eptesicus_bottae",15.66,2,2,8,2,4,387.377994136922,3894163.43913017,"LC"
"Eptesicus_brasiliensis","Eptesicus_brasiliensis","Eptesicus_brasiliensis",9.2,1.46,2,2,2,4,1088.26177407,13198348.4522298,"LC"
"Eptesicus_chiriquinus","Eptesicus_chiriquinus","Eptesicus_chiriquinus",11.25,1.46,2,2,2,4,15.363202579671,188353.450664901,"LC"
"Eptesicus_diminutus","Eptesicus_diminutus","Eptesicus_diminutus",5.99,NA,2,3,2,4,210.4820162817,2397137.92624917,"LC"
"Eptesicus_dimissus","Eptesicus_dimissus","Eptesicus_dimissus",13.03,NA,2,1,2,4,0.37175473479405,4087.25511053687,"DD"
"Eptesicus_floweri","Eptesicus_floweri","Eptesicus_floweri",10.17,NA,2,2,2,4,123.371519027,1474875.28459651,"LC"
"Eptesicus_furinalis","Eptesicus_furinalis","Eptesicus_furinalis",7.7,1.86,2,3,2,4,1375.72869191,16386735.7357695,"LC"
"Eptesicus_fuscus","Eptesicus_fuscus","Eptesicus_fuscus",17.195,1.8875,2,7,2,4,1363.81244709906,12815434.9264883,"LC"
"Eptesicus_gobiensis","Eptesicus_gobiensis","Eptesicus_gobiensis",12.56384615,1.25,2,3,2,4,418.690012672,3888149.86223398,"LC"
"Eptesicus_guadeloupensis","Eptesicus_guadeloupensis","Eptesicus_guadeloupensis",12.56384615,NA,2,3,2,4,0.1241405499684,1477.04027316637,"EN"
"Eptesicus_hottentotus","Eptesicus_hottentotus","Eptesicus_hottentotus",30.33,NA,2,9,2,4,252.629015909996,2865818.247723,"LC"
"Eptesicus_innoxius","Eptesicus_innoxius","Eptesicus_innoxius",8.86,NA,2,2,2,4,13.6498439724492,168385.132915595,"NT"
"Eptesicus_japonensis","Eptesicus_japonensis","Eptesicus_japonensis",12.56384615,1.5,2,1,2,4,0.3421695039481,3417.26637197712,"EN"
"Eptesicus_nasutus","Eptesicus_nasutus","Eptesicus_nasutus",7.91,NA,2,4,2,4,164.10683778433,1874357.57722152,"LC"
"Eptesicus_nilssonii","Eptesicus_nilssonii","Eptesicus_nilssonii",10.72,1.5,2,12,2,4,1525.96732564973,10448388.8663739,"LC"
"Eptesicus_pachyotis","Eptesicus_pachyotis","Eptesicus_pachyotis",8.1,NA,2,1,2,4,117.707295608434,1208457.53338367,"LC"
"Eptesicus_platyops","Eptesicus_platyops","Eptesicus_platyops",12.56384615,1.5,2,1,2,4,0.0762247131351,932.018950690631,"DD"
"Eptesicus_serotinus","Eptesicus_serotinus","Eptesicus_serotinus",22.86,1.5,2,9,2,4,1318.86711977759,12129638.8861788,"LC"
"Eptesicus_isabellinus","Eptesicus_serotinus","Eptesicus_isabellinus",22.86,1.5,2,9,2,4,83.82803179331,854617.000722366,"LC"
"Eptesicus_tatei","Eptesicus_tatei","Eptesicus_tatei",12.56384615,NA,2,1,2,4,0.102714845022,1132.43670908971,"DD"
"Equus_africanus","Equus_africanus","Equus_africanus",250000,NA,NA,3,1,NA,7.114773676124,85351.9551650232,"CR"
"Equus_ferus","Equus_ferus","Equus_ferus",250000,1,2,2,1,1,2.94236069637,26265.5803505301,"EN"
"Equus_grevyi","Equus_grevyi","Equus_grevyi",407999.85,1,2,1,1,1,7.29968320121,90343.1902825541,"EN"
"Equus_hemionus","Equus_hemionus","Equus_hemionus",235248.1,1,2,4,1,1,42.7415394795416,390697.433095818,"NT"
"Equus_kiang","Equus_kiang","Equus_kiang",275000,1,2,4,1,1,175.354497362,1789956.10009764,"LC"
"Equus_quagga","Equus_quagga","Equus_quagga",4e+05,1,2,4,1,1,195.96097293,2327421.401161,"NT"
"Equus_zebra","Equus_zebra","Equus_zebra",286998.75,1,2,1,1,1,8.83847061406312,100627.875388252,"VU"
"Eremitalpa_granti","Eremitalpa_granti","Eremitalpa_granti",22.8,1.27,2,5,1,4,4.62572203624,50481.4351127742,"LC"
"Eremodipus_lichtensteini","Eremodipus_lichtensteini","Eremodipus_lichtensteini",51,4.86,2,1,1,1,60.383870407786,559967.084743426,"LC"
"Eremoryzomys_polius","Eremoryzomys_polius","Eremoryzomys_polius",60.5,NA,2,2,1,1,1.16732651307,14382.9053950943,"DD"
"Erethizon_dorsatum","Erethizon_dorsatum","Erethizon_dorsatum",7252.395,1,2,4,1,1,1586.81511966044,12050678.8646507,"LC"
"Erinaceus_amurensis","Erinaceus_amurensis","Erinaceus_amurensis",774.475,4.22,2,NA,1,4,451.875460788,4259752.75975233,"LC"
"Erinaceus_concolor","Erinaceus_concolor","Erinaceus_concolor",719,4.865,2,8,1,4,138.954372183036,1348762.72851587,"LC"
